pnr,train_number,train_name,train_type,priority,origin_code,origin_name,dest_code,dest_name,route_len_stations,route_station_codes,route_block_ids,route_block_distances_km,total_distance_km,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,dep_delay_min,arr_delay_min,current_location,distance_remaining_km,estimated_avg_speed_kmph,occupied_blocks,origin_platforms,dest_platforms,origin_tracks,dest_tracks,origin_electrified,dest_electrified,loco_type,max_permissible_speed_kmph,headway_min,rake_id,crew_id,maintenance_due,reservation_load_pct,coach_composition,estimated_total_seats,status,canceled,generated_timestamp
4168346541,20738,Vande Bharat Express 20738,Vande Bharat Express,4,TVC,Trivandrum Central,GHY,Guwahati,6,TVC|CNB|BPL|MFP|CBE|GHY,TVC_CNB_2926;CNB_BPL_1526;BPL_MFP_503;MFP_CBE_8672;CBE_GHY_325,147;287;60;82;230,806,2025-09-30 23:22,2025-10-01 10:46,2025-09-30 23:28,2025-10-01 11:32,6,46,between_TVC_CNB_2926,449,121,MFP_CBE_8672|CNB_BPL_1526|CBE_GHY_325|BPL_MFP_503,6,7,5,8,False,False,Electric,128,5,RAKE_1023,CRW_72507,False,76.7,"{'3A': 6, 'SL': 12}",1296,Completed,False,2025-09-09 18:05:31
2305161582,20376,Superfast Express 20376,Superfast Express,5,BBS,Bhubaneswar,MDU,Madurai,5,BBS|GHY|MAS|BPL|MDU,BBS_GHY_499;GHY_MAS_1379;MAS_BPL_7244;BPL_MDU_2405,176;258;281;66,781,2025-09-30 12:11,2025-10-01 01:55,2025-09-30 12:34,2025-10-01 02:12,23,17,between_MAS_BPL_7244,634,111,MAS_BPL_7244|GHY_MAS_1379,1,2,7,3,True,False,Electric,116,6,RAKE_5211,CRW_70073,True,97.0,"{'EC': 2, 'CC': 10}",1224,Completed,False,2025-09-10 18:05:31
4516451391,94904,Freight 94904,Freight,3,NDLS,New Delhi,KYN,Kalyan,7,NDLS|CBE|PRYJ|BBS|BPL|NGP|KYN,NDLS_CBE_8432;CBE_PRYJ_9711;PRYJ_BBS_870;BBS_BPL_4890;BPL_NGP_7219;NGP_KYN_7438,119;188;157;61;71;277,873,2025-09-30 14:02,2025-09-30 23:10,2025-09-30 13:59,2025-09-30 23:02,-3,-8,NGP,683,60,BPL_NGP_7219,6,7,4,4,True,True,Electric,122,3,RAKE_6564,CRW_81805,False,1.3,"{'2A': 6, '3A': 10}",1296,Cancelled,False,2025-09-09 18:05:31
9847091200,59907,Freight 59907,Freight,2,BBS,Bhubaneswar,SBC,Bengaluru,10,BBS|PRYJ|CBE|NDLS|ASR|NZM|GHY|BCT|HYB|SBC,BBS_PRYJ_9955;PRYJ_CBE_9912;CBE_NDLS_2747;NDLS_ASR_2315;ASR_NZM_519;NZM_GHY_3983;GHY_BCT_7873;BCT_HYB_9482;HYB_SBC_5237,263;52;87;130;153;61;146;207;67,1166,2025-09-30 06:32,2025-09-30 19:19,2025-09-30 06:45,2025-09-30 19:38,13,19,between_BCT_HYB_9482,1126,92,BBS_PRYJ_9955,4,11,5,7,False,True,Electric,156,7,RAKE_3571,CRW_43051,False,54.6,"{'EC': 2, 'CC': 10}",624,Cancelled,False,2025-09-10 18:05:31
5734780794,18525,Mail/Express 18525,Mail/Express,2,PRYJ,Prayagraj,BPL,Bhopal Junction,5,PRYJ|GHY|TVC|HYB|BPL,PRYJ_GHY_6171;GHY_TVC_9366;TVC_HYB_5610;HYB_BPL_4416,247;69;157;140,613,2025-09-30 12:35,2025-09-30 20:32,2025-09-30 12:54,2025-09-30 21:20,19,48,between_GHY_TVC_9366,590,65,TVC_HYB_5610|GHY_TVC_9366|HYB_BPL_4416|PRYJ_GHY_6171,3,6,4,6,False,True,Diesel,132,7,RAKE_2725,CRW_18032,True,49.6,"{'SL': 8, '2S': 6}",816,At Station,False,2025-09-10 18:05:31
8136340100,71403,Rajdhani Express 71403,Rajdhani Express,5,PURI,Puri,MAS,Chennai Central,4,PURI|MFP|MDU|MAS,PURI_MFP_1201;MFP_MDU_9436;MDU_MAS_3918,202;244;206,652,2025-09-30 02:25,2025-09-30 10:12,2025-09-30 02:20,2025-09-30 10:11,-5,-1,between_MDU_MAS_3918,292,63,PURI_MFP_1201|MDU_MAS_3918|MFP_MDU_9436,9,8,5,6,True,False,Diesel,109,10,RAKE_1381,CRW_95443,False,31.6,"{'CC': 10, 'EC': 2}",624,Running,False,2025-09-14 18:05:31
7729913679,35923,Passenger 35923,Passenger,4,MAS,Chennai Central,PRYJ,Prayagraj,6,MAS|CNB|PURI|TVC|JP|PRYJ,MAS_CNB_6591;CNB_PURI_7543;PURI_TVC_5209;TVC_JP_6891;JP_PRYJ_7042,117;142;84;255;248,846,2025-09-30 22:00,2025-10-01 07:13,2025-09-30 21:59,2025-10-01 07:52,-1,39,between_CNB_PURI_7543,379,114,MAS_CNB_6591,1,7,8,2,False,False,Diesel,113,9,RAKE_7521,CRW_78456,False,88.2,"{'CC': 8, 'EC': 1}",786,At Station,False,2025-09-08 18:05:31
2256545832,44800,Freight 44800,Freight,1,BCT,Mumbai CSMT,LKO,Lucknow,6,BCT|JP|NZM|GHY|KYN|LKO,BCT_JP_6103;JP_NZM_2117;NZM_GHY_6405;GHY_KYN_5046;KYN_LKO_458,127;54;240;161;238,820,2025-09-30 21:41,2025-10-01 12:59,2025-09-30 21:40,2025-10-01 13:24,-1,25,between_GHY_KYN_5046,671,69,KYN_LKO_458|NZM_GHY_6405,7,6,6,6,True,False,Diesel,117,10,RAKE_1997,CRW_52011,False,7.0,"{'3A': 6, 'SL': 12}",1392,Cancelled,False,2025-09-11 18:05:31
2903442242,43452,Duronto Express 43452,Duronto Express,2,BCT,Mumbai CSMT,SBC,Bengaluru,10,BCT|HYB|GHY|CNB|TVC|CBE|VSKP|NZM|NDLS|SBC,BCT_HYB_6876;HYB_GHY_4442;GHY_CNB_3284;CNB_TVC_1945;TVC_CBE_2014;CBE_VSKP_3992;VSKP_NZM_5134;NZM_NDLS_4639;NDLS_SBC_2849,173;78;90;55;161;202;285;223;198,1465,2025-09-30 12:44,2025-10-01 04:59,2025-09-30 13:05,2025-10-01 05:54,21,55,between_BCT_HYB_6876,1168,102,GHY_CNB_3284|NDLS_SBC_2849|CBE_VSKP_3992,11,9,7,2,False,False,Diesel,102,7,RAKE_3644,CRW_98563,True,22.4,"{'2A': 6, '3A': 10}",1224,Cancelled,False,2025-09-10 18:05:31
2635637446,18129,Duronto Express 18129,Duronto Express,1,BBS,Bhubaneswar,KYN,Kalyan,10,BBS|HYB|CBE|VSKP|SUR|NDLS|GHY|MAS|ASR|KYN,BBS_HYB_1509;HYB_CBE_7082;CBE_VSKP_9898;VSKP_SUR_611;SUR_NDLS_2418;NDLS_GHY_6844;GHY_MAS_8171;MAS_ASR_5736;ASR_KYN_1996,78;96;170;58;73;101;133;161;186,1056,2025-09-30 13:21,2025-10-01 00:05,2025-09-30 13:18,2025-09-30 23:55,-3,-10,SUR,281,111,SUR_NDLS_2418|BBS_HYB_1509|ASR_KYN_1996|GHY_MAS_8171,1,9,7,6,False,True,Diesel,110,5,RAKE_9691,CRW_58180,True,72.3,"{'1A': 1, '2A': 4, '3A': 8}",1008,Upcoming,False,2025-09-10 18:05:31
7110804713,74300,Rajdhani Express 74300,Rajdhani Express,3,NDLS,New Delhi,CBE,Coimbatore,5,NDLS|JP|HWH|NGP|CBE,NDLS_JP_3735;JP_HWH_443;HWH_NGP_3511;NGP_CBE_4646,106;128;256;232,722,2025-09-30 06:13,2025-09-30 14:20,2025-09-30 06:43,2025-09-30 15:21,30,61,between_JP_HWH_443,413,67,HWH_NGP_3511|NGP_CBE_4646,9,10,3,3,False,True,Diesel,92,4,RAKE_1535,CRW_31010,True,37.7,"{'2A': 6, '3A': 10}",1296,Running,False,2025-09-13 18:05:31
9189557456,89861,Goods 89861,Goods,1,NZM,Hazrat Nizamuddin,PRYJ,Prayagraj,12,NZM|TVC|NGP|NDLS|VSKP|SUR|GHY|MFP|HYB|ASR|JP|PRYJ,NZM_TVC_5074;TVC_NGP_7297;NGP_NDLS_439;NDLS_VSKP_8591;VSKP_SUR_8226;SUR_GHY_6890;GHY_MFP_437;MFP_HYB_8285;HYB_ASR_6792;ASR_JP_2808;JP_PRYJ_1919,58;176;238;106;192;240;164;74;124;109;79,1560,2025-09-30 17:34,2025-10-01 17:28,2025-09-30 17:29,2025-10-01 17:19,-5,-9,MFP,866,125,NGP_NDLS_439|MFP_HYB_8285|HYB_ASR_6792|VSKP_SUR_8226,11,9,8,8,True,False,Electric,135,4,RAKE_5303,CRW_74178,True,77.8,"{'2A': 6, '3A': 10}",1296,At Station,False,2025-09-13 18:05:31
2033634329,40311,Shatabdi Express 40311,Shatabdi Express,2,SUR,Surat,NGP,Nagpur,11,SUR|SBC|CBE|MFP|HWH|LKO|BCT|HYB|JP|CNB|NGP,SUR_SBC_9875;SBC_CBE_9413;CBE_MFP_3688;MFP_HWH_3269;HWH_LKO_3492;LKO_BCT_856;BCT_HYB_9123;HYB_JP_5055;JP_CNB_5706;CNB_NGP_6830,283;151;285;76;133;59;277;167;145;196,1772,2025-09-30 00:43,2025-10-01 02:12,2025-09-30 01:09,2025-10-01 02:33,26,21,between_SUR_SBC_9875,553,88,CNB_NGP_6830|HWH_LKO_3492|BCT_HYB_9123|SUR_SBC_9875,1,3,4,5,False,False,Electric,117,8,RAKE_7820,CRW_53581,True,34.0,"{'EC': 2, 'CC': 10}",624,Completed,False,2025-09-12 18:05:31
2380251377,62802,Duronto Express 62802,Duronto Express,1,NZM,Hazrat Nizamuddin,CBE,Coimbatore,12,NZM|TVC|PRYJ|LKO|BBS|KYN|VSKP|BCT|HWH|PURI|HYB|CBE,NZM_TVC_596;TVC_PRYJ_7021;PRYJ_LKO_8106;LKO_BBS_3921;BBS_KYN_2546;KYN_VSKP_7893;VSKP_BCT_821;BCT_HWH_6550;HWH_PURI_7534;PURI_HYB_3963;HYB_CBE_1968,247;298;182;99;143;156;64;142;144;243;130,1848,2025-09-30 08:55,2025-10-01 09:10,2025-09-30 09:11,2025-10-01 10:05,16,55,between_VSKP_BCT_821,1766,73,BCT_HWH_6550|NZM_TVC_596|TVC_PRYJ_7021,10,8,6,2,True,True,Diesel,147,6,RAKE_6107,CRW_25564,False,17.0,"{'EC': 2, 'CC': 10}",1224,Completed,False,2025-09-09 18:05:31
3117379629,59747,Shatabdi Express 59747,Shatabdi Express,3,CBE,Coimbatore,JP,Jaipur,8,CBE|HWH|NGP|MAS|NDLS|SUR|MDU|JP,CBE_HWH_3320;HWH_NGP_4089;NGP_MAS_4695;MAS_NDLS_5609;NDLS_SUR_9083;SUR_MDU_9183;MDU_JP_2724,90;272;265;140;112;88;264,1231,2025-09-30 02:04,2025-09-30 18:26,2025-09-30 02:33,2025-09-30 19:10,29,44,between_NDLS_SUR_9083,162,63,MAS_NDLS_5609|SUR_MDU_9183|NDLS_SUR_9083,2,9,8,6,False,False,Diesel,97,7,RAKE_3437,CRW_41806,False,10.7,"{'2A': 6, '3A': 10}",816,At Station,False,2025-09-15 18:05:31
2633342152,87850,Mail/Express 87850,Mail/Express,3,KYN,Kalyan,PRYJ,Prayagraj,5,KYN|SBC|ASR|PRYJ|PRYJ,KYN_SBC_332;SBC_ASR_8950;ASR_PRYJ_8466;PRYJ_PRYJ_9310,96;279;104;298,777,2025-09-30 23:22,2025-10-01 12:42,2025-09-30 23:19,2025-10-01 12:44,-3,2,between_ASR_PRYJ_8466,405,74,KYN_SBC_332|SBC_ASR_8950,11,6,2,7,True,True,Diesel,108,7,RAKE_9535,CRW_95517,True,19.2,"{'3A': 8, 'SL': 10, '2A': 2}",1008,Running,False,2025-09-14 18:05:31
6147852753,22713,Shatabdi Express 22713,Shatabdi Express,1,TVC,Trivandrum Central,KYN,Kalyan,5,TVC|SBC|GHY|SUR|KYN,TVC_SBC_2460;SBC_GHY_5195;GHY_SUR_4532;SUR_KYN_548,267;244;138;167,816,2025-09-30 12:39,2025-10-01 04:14,2025-09-30 13:02,2025-10-01 04:31,23,17,between_TVC_SBC_2460,569,61,GHY_SUR_4532|TVC_SBC_2460|SUR_KYN_548|SBC_GHY_5195,8,10,2,3,False,True,Diesel,124,10,RAKE_5310,CRW_12143,False,55.3,"{'1A': 1, '2A': 4, '3A': 8}",1008,At Station,False,2025-09-11 18:05:31
3692085955,86845,Superfast Express 86845,Superfast Express,4,MAS,Chennai Central,HWH,Howrah,10,MAS|NZM|ASR|HYB|SUR|CBE|PRYJ|MFP|BPL|HWH,MAS_NZM_268;NZM_ASR_1009;ASR_HYB_9737;HYB_SUR_647;SUR_CBE_6611;CBE_PRYJ_5351;PRYJ_MFP_3416;MFP_BPL_1944;BPL_HWH_2412,56;196;281;146;77;158;114;113;107,1248,2025-09-30 23:04,2025-10-01 14:45,2025-09-30 23:30,2025-10-01 15:07,26,22,between_CBE_PRYJ_5351,41,64,HYB_SUR_647|BPL_HWH_2412|MAS_NZM_268|CBE_PRYJ_5351,3,3,5,7,False,False,Diesel,92,6,RAKE_1911,CRW_57862,False,66.9,"{'3A': 8, 'SL': 10, '2A': 2}",624,Cancelled,False,2025-09-12 18:05:31
5949577236,27312,Vande Bharat Express 27312,Vande Bharat Express,4,CNB,Kanpur Central,VSKP,Visakhapatnam,10,CNB|HYB|BCT|LKO|VSKP|JP|MDU|SBC|NDLS|VSKP,CNB_HYB_4468;HYB_BCT_3331;BCT_LKO_4173;LKO_VSKP_3976;VSKP_JP_9541;JP_MDU_8819;MDU_SBC_1642;SBC_NDLS_2946;NDLS_VSKP_1962,145;220;57;206;209;50;75;167;161,1290,2025-09-30 04:55,2025-09-30 20:30,2025-09-30 04:51,2025-09-30 20:42,-4,12,between_NDLS_VSKP_1962,309,128,HYB_BCT_3331|NDLS_VSKP_1962,11,6,2,2,False,False,Electric,149,9,RAKE_1897,CRW_93648,True,69.5,"{'SL': 8, '2S': 6}",786,Cancelled,False,2025-09-11 18:05:31
1349720236,13793,Goods 13793,Goods,5,PURI,Puri,VSKP,Visakhapatnam,6,PURI|BBS|NZM|HYB|KYN|VSKP,PURI_BBS_4479;BBS_NZM_7303;NZM_HYB_3287;HYB_KYN_2825;KYN_VSKP_2187,124;101;100;279;53,657,2025-09-30 22:19,2025-10-01 04:53,2025-09-30 22:23,2025-10-01 05:34,4,41,NZM,497,119,KYN_VSKP_2187|NZM_HYB_3287,3,3,3,2,False,True,Diesel,102,9,RAKE_7755,CRW_82585,False,52.7,"{'CC': 10, 'EC': 2}",1296,Upcoming,False,2025-09-08 18:05:31
3130861530,30543,Superfast Express 30543,Superfast Express,4,BBS,Bhubaneswar,SUR,Surat,5,BBS|GHY|MAS|HWH|SUR,BBS_GHY_971;GHY_MAS_7349;MAS_HWH_2627;HWH_SUR_3983,117;265;275;293,950,2025-09-30 14:09,2025-10-01 00:28,2025-09-30 14:39,2025-10-01 01:09,30,41,between_MAS_HWH_2627,945,64,GHY_MAS_7349|MAS_HWH_2627|HWH_SUR_3983,2,9,7,6,False,True,Diesel,127,7,RAKE_9518,CRW_76476,False,38.9,"{'1A': 1, '2A': 4, '3A': 8}",816,Cancelled,False,2025-09-12 18:05:31
7677403334,84725,Passenger 84725,Passenger,2,PURI,Puri,BBS,Bhubaneswar,10,PURI|HYB|ASR|LKO|HWH|KYN|TVC|MDU|MAS|BBS,PURI_HYB_8120;HYB_ASR_2099;ASR_LKO_9529;LKO_HWH_3674;HWH_KYN_1913;KYN_TVC_7531;TVC_MDU_6074;MDU_MAS_6423;MAS_BBS_8695,248;218;75;123;162;287;215;244;150,1722,2025-09-30 13:13,2025-10-01 11:48,2025-09-30 13:25,2025-10-01 11:50,12,2,HWH,11,105,KYN_TVC_7531|ASR_LKO_9529|TVC_MDU_6074|PURI_HYB_8120,6,5,8,4,True,False,Diesel,91,10,RAKE_7688,CRW_61519,True,35.7,"{'EC': 2, 'CC': 10}",786,Completed,False,2025-09-15 18:05:31
8159584975,87256,Duronto Express 87256,Duronto Express,5,TVC,Trivandrum Central,HYB,Hyderabad,5,TVC|ASR|LKO|HYB|HYB,TVC_ASR_2959;ASR_LKO_2683;LKO_HYB_2675;HYB_HYB_6168,145;180;281;194,800,2025-09-30 16:30,2025-10-01 01:39,2025-09-30 16:35,2025-10-01 01:34,5,-5,TVC,258,110,LKO_HYB_2675|HYB_HYB_6168,5,2,5,7,True,True,Electric,119,9,RAKE_5509,CRW_54007,False,81.0,"{'EC': 2, 'CC': 10}",816,Upcoming,False,2025-09-08 18:05:31
8532675317,12849,Tejas Express 12849,Tejas Express,5,BCT,Mumbai CSMT,PURI,Puri,9,BCT|SBC|VSKP|NGP|LKO|NDLS|MAS|HWH|PURI,BCT_SBC_6363;SBC_VSKP_4620;VSKP_NGP_6383;NGP_LKO_7469;LKO_NDLS_303;NDLS_MAS_122;MAS_HWH_2707;HWH_PURI_4683,76;204;199;275;89;137;149;102,1231,2025-09-30 06:14,2025-10-01 05:09,2025-09-30 06:21,2025-10-01 05:56,7,47,NDLS,533,129,VSKP_NGP_6383|NDLS_MAS_122|MAS_HWH_2707,12,7,2,6,False,False,Diesel,140,9,RAKE_2155,CRW_23181,True,7.9,"{'CC': 10, 'EC': 2}",1296,Running,False,2025-09-14 18:05:31
2338358995,80474,Shatabdi Express 80474,Shatabdi Express,1,NGP,Nagpur,SBC,Bengaluru,11,NGP|JP|TVC|ASR|NDLS|HWH|CNB|LKO|BBS|BCT|SBC,NGP_JP_5823;JP_TVC_8700;TVC_ASR_142;ASR_NDLS_5625;NDLS_HWH_4816;HWH_CNB_6054;CNB_LKO_482;LKO_BBS_8201;BBS_BCT_419;BCT_SBC_7218,280;151;56;217;264;202;189;96;219;214,1888,2025-09-30 23:21,2025-10-02 10:46,2025-09-30 23:18,2025-10-02 10:42,-3,-4,BBS,175,107,BCT_SBC_7218|NDLS_HWH_4816,7,3,7,2,True,False,Electric,123,9,RAKE_9340,CRW_87482,False,33.2,"{'EC': 2, 'CC': 10}",624,Completed,False,2025-09-09 18:05:31
4651373522,15043,Mail/Express 15043,Mail/Express,2,BCT,Mumbai CSMT,CNB,Kanpur Central,9,BCT|ASR|PURI|HYB|CBE|KYN|HWH|MFP|CNB,BCT_ASR_2615;ASR_PURI_8316;PURI_HYB_2779;HYB_CBE_9112;CBE_KYN_8288;KYN_HWH_6467;HWH_MFP_943;MFP_CNB_1518,284;78;206;222;267;81;104;144,1386,2025-09-30 15:09,2025-10-01 18:06,2025-09-30 15:27,2025-10-01 18:38,18,32,between_MFP_CNB_1518,405,98,KYN_HWH_6467|ASR_PURI_8316,3,2,4,8,False,False,Electric,159,5,RAKE_3461,CRW_92584,False,35.3,"{'3A': 8, 'SL': 10, '2A': 2}",1008,At Station,False,2025-09-10 18:05:31
6494762765,52440,Passenger 52440,Passenger,5,HYB,Hyderabad,BCT,Mumbai CSMT,5,HYB|CBE|NDLS|NGP|BCT,HYB_CBE_4702;CBE_NDLS_6443;NDLS_NGP_6505;NGP_BCT_4683,116;98;131;61,406,2025-09-30 21:32,2025-10-01 02:25,2025-09-30 21:58,2025-10-01 03:21,26,56,HYB,112,104,NDLS_NGP_6505|NGP_BCT_4683|CBE_NDLS_6443,4,10,2,2,False,True,Electric,157,3,RAKE_8078,CRW_49154,False,22.2,"{'SL': 8, '2S': 6}",1296,Cancelled,False,2025-09-09 18:05:31
9792656859,92045,Vande Bharat Express 92045,Vande Bharat Express,2,MAS,Chennai Central,GHY,Guwahati,4,MAS|MDU|HYB|GHY,MAS_MDU_1741;MDU_HYB_6758;HYB_GHY_4720,157;260;84,501,2025-09-30 21:18,2025-10-01 03:30,2025-09-30 21:44,2025-10-01 04:22,26,52,between_MAS_MDU_1741,296,87,HYB_GHY_4720|MDU_HYB_6758,1,4,3,8,True,True,Diesel,94,3,RAKE_6110,CRW_83401,False,84.8,"{'3A': 8, 'SL': 10, '2A': 2}",1392,Upcoming,False,2025-09-11 18:05:31
5757153222,77144,Tejas Express 77144,Tejas Express,3,BPL,Bhopal Junction,PURI,Puri,4,BPL|SUR|NDLS|PURI,BPL_SUR_2254;SUR_NDLS_9863;NDLS_PURI_4593,217;106;189,512,2025-09-30 23:14,2025-10-01 08:07,2025-09-30 23:18,2025-10-01 08:47,4,40,between_BPL_SUR_2254,63,73,BPL_SUR_2254|NDLS_PURI_4593,10,10,2,5,False,False,Electric,101,3,RAKE_5940,CRW_88865,False,90.0,"{'1A': 1, '2A': 4, '3A': 8}",786,Completed,False,2025-09-13 18:05:31
5657930800,16523,Rajdhani Express 16523,Rajdhani Express,3,SBC,Bengaluru,NDLS,New Delhi,10,SBC|JP|GHY|HYB|NDLS|NZM|TVC|ASR|PURI|NDLS,SBC_JP_6937;JP_GHY_5965;GHY_HYB_7861;HYB_NDLS_6392;NDLS_NZM_1745;NZM_TVC_6939;TVC_ASR_4367;ASR_PURI_4545;PURI_NDLS_4883,278;298;187;252;207;269;181;232;142,2046,2025-09-30 16:29,2025-10-02 01:18,2025-09-30 16:40,2025-10-02 01:47,11,29,between_NZM_TVC_6939,2000,127,NDLS_NZM_1745,4,9,8,3,True,True,Diesel,126,9,RAKE_6307,CRW_84241,False,41.6,"{'EC': 2, 'CC': 10}",786,Cancelled,False,2025-09-13 18:05:31
4159393254,99874,Freight 99874,Freight,5,NZM,Hazrat Nizamuddin,BCT,Mumbai CSMT,7,NZM|GHY|NDLS|CNB|VSKP|NGP|BCT,NZM_GHY_565;GHY_NDLS_966;NDLS_CNB_7160;CNB_VSKP_1350;VSKP_NGP_8102;NGP_BCT_4692,220;147;147;294;108;239,1155,2025-09-30 11:40,2025-10-01 02:47,2025-09-30 11:48,2025-10-01 03:28,8,41,between_CNB_VSKP_1350,152,76,CNB_VSKP_1350|NGP_BCT_4692|NZM_GHY_565|GHY_NDLS_966,3,12,6,7,False,False,Diesel,120,4,RAKE_1050,CRW_80446,True,5.0,"{'EC': 2, 'CC': 10}",624,Running,False,2025-09-13 18:05:31
7830205588,74879,Goods 74879,Goods,3,CBE,Coimbatore,HYB,Hyderabad,7,CBE|JP|PRYJ|MAS|VSKP|BBS|HYB,CBE_JP_3085;JP_PRYJ_6929;PRYJ_MAS_2689;MAS_VSKP_9062;VSKP_BBS_1886;BBS_HYB_4939,278;224;174;57;62;276,1071,2025-09-30 12:30,2025-09-30 23:16,2025-09-30 12:47,2025-09-30 23:27,17,11,between_MAS_VSKP_9062,78,81,BBS_HYB_4939|VSKP_BBS_1886,2,6,8,2,True,True,Electric,138,3,RAKE_3224,CRW_46194,False,45.8,"{'SL': 8, '2S': 6}",786,Upcoming,False,2025-09-15 18:05:31
0437710830,35592,Mail/Express 35592,Mail/Express,3,HYB,Hyderabad,NDLS,New Delhi,9,HYB|VSKP|NZM|SBC|PURI|KYN|PRYJ|TVC|NDLS,HYB_VSKP_7132;VSKP_NZM_4228;NZM_SBC_2851;SBC_PURI_7200;PURI_KYN_8434;KYN_PRYJ_7124;PRYJ_TVC_2411;TVC_NDLS_3380,187;85;155;226;188;149;158;184,1332,2025-09-30 01:46,2025-09-30 17:44,2025-09-30 01:55,2025-09-30 18:23,9,39,between_NZM_SBC_2851,879,102,HYB_VSKP_7132|VSKP_NZM_4228,1,10,5,7,True,False,Diesel,108,8,RAKE_1809,CRW_70598,False,55.8,"{'1A': 1, '2A': 4, '3A': 8}",624,At Station,False,2025-09-09 18:05:31
0457059493,51866,Goods 51866,Goods,1,NZM,Hazrat Nizamuddin,HWH,Howrah,9,NZM|NDLS|VSKP|KYN|SUR|MAS|CNB|GHY|HWH,NZM_NDLS_9726;NDLS_VSKP_3004;VSKP_KYN_9867;KYN_SUR_465;SUR_MAS_356;MAS_CNB_9628;CNB_GHY_7744;GHY_HWH_6820,122;265;245;147;115;65;103;280,1342,2025-09-30 07:15,2025-10-01 00:34,2025-09-30 07:20,2025-10-01 00:46,5,12,between_CNB_GHY_7744,710,130,GHY_HWH_6820|CNB_GHY_7744|VSKP_KYN_9867|MAS_CNB_9628,9,8,7,6,True,False,Diesel,129,6,RAKE_4307,CRW_19631,True,39.0,"{'3A': 6, 'SL': 12}",1008,Cancelled,False,2025-09-10 18:05:31
6641825824,28113,Superfast Express 28113,Superfast Express,4,BBS,Bhubaneswar,ASR,Amritsar,8,BBS|SBC|BPL|MDU|VSKP|KYN|HYB|ASR,BBS_SBC_6960;SBC_BPL_1193;BPL_MDU_403;MDU_VSKP_4629;VSKP_KYN_4119;KYN_HYB_5145;HYB_ASR_1056,194;269;117;113;204;126;205,1228,2025-09-30 14:49,2025-10-01 05:58,2025-09-30 15:07,2025-10-01 06:08,18,10,between_HYB_ASR_1056,916,109,BBS_SBC_6960,5,1,2,7,False,False,Diesel,141,7,RAKE_8812,CRW_33677,True,65.7,"{'2A': 6, '3A': 10}",816,At Station,False,2025-09-14 18:05:31
6716721359,13322,Rajdhani Express 13322,Rajdhani Express,2,LKO,Lucknow,PURI,Puri,4,LKO|PURI|BCT|PURI,LKO_PURI_3738;PURI_BCT_9405;BCT_PURI_2692,177;122;115,414,2025-09-30 11:41,2025-09-30 16:46,2025-09-30 12:09,2025-09-30 17:05,28,19,between_LKO_PURI_3738,293,117,LKO_PURI_3738,2,12,4,6,False,True,Diesel,135,7,RAKE_1739,CRW_84661,False,80.6,"{'2A': 6, '3A': 10}",786,Upcoming,False,2025-09-11 18:05:31
0325977244,13670,Shatabdi Express 13670,Shatabdi Express,1,BBS,Bhubaneswar,SUR,Surat,9,BBS|KYN|SUR|HYB|CNB|NGP|PRYJ|HWH|SUR,BBS_KYN_1416;KYN_SUR_2312;SUR_HYB_5721;HYB_CNB_456;CNB_NGP_5459;NGP_PRYJ_7077;PRYJ_HWH_7672;HWH_SUR_516,243;89;172;177;135;239;57;217,1329,2025-09-30 17:13,2025-10-01 11:06,2025-09-30 17:09,2025-10-01 10:57,-4,-9,between_KYN_SUR_2312,536,61,BBS_KYN_1416|KYN_SUR_2312|SUR_HYB_5721|HWH_SUR_516,3,5,5,2,True,False,Electric,143,8,RAKE_8171,CRW_80848,False,4.0,"{'SL': 8, '2S': 6}",816,Completed,False,2025-09-11 18:05:31
1084862730,37694,Duronto Express 37694,Duronto Express,1,NGP,Nagpur,NDLS,New Delhi,4,NGP|NDLS|HYB|NDLS,NGP_NDLS_4455;NDLS_HYB_6067;HYB_NDLS_1383,194;290;264,748,2025-09-30 20:32,2025-10-01 04:51,2025-09-30 20:36,2025-10-01 04:51,4,0,between_NDLS_HYB_6067,287,96,NGP_NDLS_4455,2,9,5,8,False,True,Electric,155,3,RAKE_4042,CRW_11087,True,77.4,"{'EC': 2, 'CC': 10}",624,Upcoming,False,2025-09-09 18:05:31
6759416341,69880,Rajdhani Express 69880,Rajdhani Express,1,KYN,Kalyan,MFP,Mangalore,11,KYN|BCT|HWH|SBC|MFP|BPL|VSKP|CBE|NDLS|MAS|MFP,KYN_BCT_5222;BCT_HWH_8428;HWH_SBC_2326;SBC_MFP_8414;MFP_BPL_4842;BPL_VSKP_6620;VSKP_CBE_3487;CBE_NDLS_1627;NDLS_MAS_2389;MAS_MFP_5306,126;50;230;190;232;182;156;92;264;246,1768,2025-09-30 18:24,2025-10-02 00:34,2025-09-30 18:26,2025-10-02 00:36,2,2,NDLS,845,120,HWH_SBC_2326|MFP_BPL_4842,10,3,4,5,False,False,Electric,119,3,RAKE_2631,CRW_40340,False,12.2,"{'1A': 1, '2A': 4, '3A': 8}",1392,Cancelled,False,2025-09-11 18:05:31
